	-----------------------------------------------------------------	
	Trajectory	0

BackScattered	Transmitted	Detected	Displayed	Nb Collisions	Max Depth	Mean Free Path	Mean dE/dS	Mean Phi	Mean Theta	Mean Position
no	no	no	yes	16	71.5921	0	-0.00455473	2.82082	0.0788551	(112.249,17.9801,45.4233)	

X	Y	Z	Rx	Ry	Rz	Energy	Region
112.306	-3.18484	46.8458	0.927591	0.0379835	0.483639	9.46019	Al
120.982	-2.82956	51.3695	0.90189	0.224504	0.501529	9.41749	Al
122.47	-2.45899	52.1973	0.90189	0.224504	0.501529	9.40993	Al
122.783	-2.38107	52.3714	0.90189	0.224504	0.501529	9.40834	Al
125.536	-1.69594	53.9019	0.90189	0.224504	0.501529	9.39435	Al
137.222	1.21305	60.4005	0.867078	0.409439	0.345118	9.33489	Al
174.837	18.9752	75.3723	0.867078	0.409439	0.345118	9.13484	Al
176.138	19.5893	75.8899	0.868766	0.269646	0.446332	9.12781	Al
177.959	20.1547	76.8258	0.868766	0.269646	0.446332	9.11797	Al
199.788	26.9298	88.0403	0.868766	0.269646	0.446332	9	Al
-----------------------------------------------------------------	-----------------------------------------------------------------	
	Trajectory	89

BackScattered	Transmitted	Detected	Displayed	Nb Collisions	Max Depth	Mean Free Path	Mean dE/dS	Mean Phi	Mean Theta	Mean Position
no	no	no	yes	11	30.0736	0	-0.0045467	2.79465	0.0431264	(118.883,-4.05009,25.2422)	

X	Y	Z	Rx	Ry	Rz	Energy	Region
-0.238804	-5.03784	0	0.939693	0	0.34202	10	Al
34.5381	-5.03784	12.6578	0.939693	0	0.34202	9.83812	Al
53.8658	-5.03784	19.6925	0.913169	0.00938155	0.110855	9.74702	Al
61.5054	-4.95935	20.6199	0.913169	0.00938155	0.110855	9.7097	Al
81.1717	-4.75731	23.0073	0.913169	0.00938155	0.110855	9.61334	Al
133.259	-4.22218	29.3305	0.913169	0.00938155	0.110855	9.35616	Al
137.485	-4.17876	29.8435	0.913169	0.00938155	0.110855	9.33486	Al
139.381	-4.15929	30.0736	0.897699	0.0365597	-0.0646976	9.32529	Al
141.274	-4.0822	29.9372	0.897699	0.0365597	-0.0646976	9.31556	Al
152.908	-3.60837	29.0987	0.897699	0.0365597	-0.0646976	9.2557	Al
170.207	-2.90384	27.8519	0.897699	0.0365597	-0.0646976	9.16625	Al
202.122	-1.60406	25.5517	0.897699	0.0365597	-0.0646976	9	Al
-----------------------------------------------------------------	-----------------------------------------------------------------	
	Trajectory	90

BackScattered	Transmitted	Detected	Displayed	Nb Collisions	Max Depth	Mean Free Path	Mean dE/dS	Mean Phi	Mean Theta	Mean Position
no	no	no	yes	19	71.543	0	-0.00455067	3.55458	0.0443397	(112.437,16.0588,39.2799)	

X	Y	Z	Rx	Ry	Rz	Energy	Region
1.19133	-1.89371	0	0.939693	0	0.34202	10	Al
34.9411	-1.89371	12.2839	0.919148	0.192662	0.260974	9.8429	Al
39.9325	-0.847475	13.7011	0.919148	0.192662	0.260974	9.81886	Al
53.913	2.08297	17.6706	0.919148	0.192662	0.260974	9.75139	Al
54.6136	2.22983	17.8695	0.919148	0.192662	0.260974	9.74799	Al
61.7027	3.71577	19.8823	0.919148	0.192662	0.260974	9.71358	Al
63.8044	4.1563	20.4791	0.919148	0.192662	0.260974	9.70336	Al
86.9616	9.01028	27.0541	0.919148	0.192662	0.260974	9.59057	Al
95.9968	10.9041	29.6195	0.919148	0.192662	0.260974	9.54617	Al
105.083	12.8087	32.1993	0.840035	0.233296	0.463701	9.50136	Al
106.15	13.1049	32.7881	0.840035	0.233296	0.463701	9.49559	Al
116.072	15.8607	38.2654	0.840035	0.233296	0.463701	9.44182	Al
122.591	17.671	41.8637	0.840035	0.233296	0.463701	9.40635	Al
147.698	24.6438	55.7229	0.886456	0.117027	0.367278	9.26933	Al
152.152	25.2318	57.5683	0.886456	0.117027	0.367278	9.24603	Al
153.857	25.4569	58.2747	0.863935	0.269727	0.261621	9.2371	Al
173.558	31.6078	64.2408	0.863935	0.269727	0.261621	9.13109	Al
174.431	31.8802	64.505	0.863935	0.269727	0.261621	9.12635	Al
195.176	38.3568	70.787	0.863935	0.269727	0.261621	9.01369	Al
197.672	39.1363	71.543	0.863935	0.269727	0.261621	9	Al
-----------------------------------------------------------------	-----------------------------------------------------------------	
	Trajectory	91

BackScattered	Transmitted	Detected	Displayed	Nb Collisions	Max Depth	Mean Free Path	Mean dE/dS	Mean Phi	Mean Theta	Mean Position
no	no	no	yes	19	55.6787	0	-0.00453339	3.63061	0.070327	(100.602,-4.38307,32.692)	

X	Y	Z	Rx	Ry	Rz	Energy	Region
-0.793886	3.86617	0	0.939693	0	0.34202	10	Al
7.46782	3.86617	3.00702	0.939693	0	0.34202	9.96154	Al
13.0738	3.86617	5.04744	0.939693	0	0.34202	9.93537	Al
16.0807	3.86617	6.14184	0.939693	0	0.34202	9.92131	Al
32.4476	3.86617	12.0989	0.939693	0	0.34202	9.84466	Al
32.9587	3.86617	12.2849	0.939693	0	0.34202	9.84225	Al
38.0359	3.86617	14.1329	0.939693	0	0.34202	9.81832	Al
75.9971	3.86617	27.9496	0.939693	0	0.34202	9.63912	Al
83.484	3.86617	30.6746	0.939693	0	0.34202	9.60327	Al
84.9264	3.86617	31.1996	0.939693	0	0.34202	9.59634	Al
89.6436	3.86617	32.9165	0.939693	0	0.34202	9.57368	Al
108.133	3.86617	39.646	0.939693	0	0.34202	9.48468	Al
120.177	3.86617	44.0298	0.867988	-0.380461	0.273477	9.4263	Al
144.44	-6.76909	51.6745	0.867988	-0.380461	0.273477	9.29835	Al
157.149	-12.3397	55.6787	0.770261	-0.239923	-0.0384462	9.23063	Al
166.914	-15.3812	55.1913	0.679264	-0.318862	-0.197328	9.17166	Al
173.757	-18.5938	53.2032	0.679264	-0.318862	-0.197328	9.12457	Al
184.47	-23.6224	50.0912	0.679264	-0.318862	-0.197328	9.05057	Al
190.45	-26.4297	48.3539	0.727972	-0.0562511	-0.278206	9.00899	Al
191.832	-26.5365	47.8259	0.727972	-0.0562511	-0.278206	9	Al
-----------------------------------------------------------------	-----------------------------------------------------------------	
	Trajectory	92

BackScattered	Transmitted	Detected	Displayed	Nb Collisions	Max Depth	Mean Free Path	Mean dE/dS	Mean Phi	Mean Theta	Mean Position
yes	no	no	yes	10	27.5159	0	-0.00447481	3.89277	0.15801	(68.6531,6.59983,14.8677)	

X	Y	Z	Rx	Ry	Rz	Energy	Region
0.642727	0.513092	0	0.939693	0	0.34202	10	Al
22.4084	0.513092	7.92207	0.939693	0	0.34202	9.89869	Al
30.7078	0.513092	10.9428	0.939693	0	0.34202	9.85975	Al
62.9853	0.513092	22.6909	0.939693	0	0.34202	9.70786	Al
64.0326	0.513092	23.072	0.92351	0.164268	0.415651	9.70288	Al
66.5017	0.95229	24.1833	0.92351	0.164268	0.415651	9.69091	Al
73.9061	2.26933	27.5159	0.517321	0.395957	-0.603006	9.65498	Al
83.652	9.72881	16.1558	0.517321	0.395957	-0.603006	9.57033	Al
86.2593	11.7245	13.1166	0.533672	0.358413	-0.524536	9.54752	Al
95.3885	17.8556	4.14374	0.533672	0.358413	-0.524536	9.46999	Al
100.689	21.4155	-1.06609	0.533672	0.358413	-0.524536	9.42469	Al
-----------------------------------------------------------------	-----------------------------------------------------------------	
	Trajectory	93

BackScattered	Transmitted	Detected	Displayed	Nb Collisions	Max Depth	Mean Free Path	Mean dE/dS	Mean Phi	Mean Theta	Mean Position
no	no	no	yes	17	71.1088	0	-0.00456275	2.75217	0.0443548	(122.302,-1.89502,37.2909)	

X	Y	Z	Rx	Ry	Rz	Energy	Region
2.41168	3.19557	0	0.939693	0	0.34202	10	Al
7.63237	3.19557	1.90018	0.928742	0.0496332	0.202812	9.9757	Al
31.9479	4.49502	7.21004	0.928742	0.0496332	0.202812	9.86097	Al
44.2993	5.1551	9.90725	0.928742	0.0496332	0.202812	9.80217	Al
64.272	6.22246	14.2687	0.912287	-0.0391156	0.337396	9.70665	Al
107.427	4.37214	30.2289	0.912287	-0.0391156	0.337396	9.49494	Al
111.013	4.21836	31.5554	0.912287	-0.0391156	0.337396	9.47705	Al
118.943	3.87839	34.4879	0.892918	-0.198772	0.318339	9.43743	Al
120.935	3.43475	35.1984	0.892918	-0.198772	0.318339	9.42722	Al
127.717	1.92518	37.616	0.892918	-0.198772	0.318339	9.39247	Al
137.865	-0.333989	41.2341	0.892918	-0.198772	0.318339	9.3403	Al
154.838	-4.11223	47.285	0.892918	-0.198772	0.318339	9.25269	Al
155.469	-4.25267	47.51	0.892918	-0.198772	0.318339	9.24941	Al
157.968	-4.80903	48.401	0.892918	-0.198772	0.318339	9.23641	Al
162.946	-5.91728	50.1759	0.872983	-0.320364	0.465868	9.21049	Al
182.809	-13.2064	60.7757	0.872983	-0.320364	0.465868	9.10448	Al
190.881	-16.1684	65.083	0.872983	-0.320364	0.465868	9.06102	Al
202.172	-20.3123	71.1088	0.872983	-0.320364	0.465868	9	Al
-----------------------------------------------------------------	-----------------------------------------------------------------	
	Trajectory	94

BackScattered	Transmitted	Detected	Displayed	Nb Collisions	Max Depth	Mean Free Path	Mean dE/dS	Mean Phi	Mean Theta	Mean Position
yes	no	no	yes	2	0.396273	0	-0.0043749	3.59306	0.906426	(7.64172,7.93616,-3.22736)	

X	Y	Z	Rx	Ry	Rz	Energy	Region
1.93696	5.1995	0	0.939693	0	0.34202	10	Al
3.0257	5.1995	0.396273	0.57938	0.343492	-0.454822	9.99493	Al
12.2577	10.6728	-6.851	0.57938	0.343492	-0.454822	9.92521	Al
-----------------------------------------------------------------	-----------------------------------------------------------------	
	Trajectory	95

BackScattered	Transmitted	Detected	Displayed	Nb Collisions	Max Depth	Mean Free Path	Mean dE/dS	Mean Phi	Mean Theta	Mean Position
no	no	no	yes	27	122.736	0	-0.00452326	3.1802	0.0719846	(93.8632,-28.8634,56.6013)	

X	Y	Z	Rx	Ry	Rz	Energy	Region
0.412819	-2.73684	0	0.939693	0	0.34202	10	Al
4.79095	-2.73684	1.59351	0.917139	-0.214136	0.29656	9.97962	Al
12.3217	-4.49514	4.0286	0.95605	-0.0854184	0.40348	9.94365	Al
12.482	-4.50947	4.09627	0.963185	0.0427876	0.463179	9.94291	Al
23.1747	-4.03447	9.23819	0.952414	-0.0928483	0.546015	9.89414	Al
40.001	-5.67482	18.8846	0.952414	-0.0928483	0.546015	9.81623	Al
41.1887	-5.7906	19.5655	0.952414	-0.0928483	0.546015	9.8107	Al
46.8176	-6.33935	22.7926	0.872227	-0.408318	0.548978	9.78446	Al
58.2335	-11.6835	29.9777	0.872227	-0.408318	0.548978	9.72625	Al
64.6076	-14.6674	33.9895	0.872227	-0.408318	0.548978	9.69359	Al
67.3611	-15.9564	35.7226	0.872227	-0.408318	0.548978	9.67945	Al
71.3324	-17.8155	38.2221	0.872227	-0.408318	0.548978	9.65903	Al
71.9016	-18.082	38.5804	0.889719	-0.426893	0.705362	9.6561	Al
82.7569	-23.2904	47.1864	0.889719	-0.426893	0.705362	9.60127	Al
83.3629	-23.5812	47.6669	0.889719	-0.426893	0.705362	9.5982	Al
86.9047	-25.2806	50.4747	0.889719	-0.426893	0.705362	9.58023	Al
92.0318	-27.7406	54.5395	0.968856	-0.282533	0.792787	9.55418	Al
104.399	-31.3472	64.6596	0.901409	-0.364167	0.633754	9.49635	Al
107.648	-32.6595	66.9435	0.901409	-0.364167	0.633754	9.47995	Al
128.126	-40.9325	81.3407	0.901409	-0.364167	0.633754	9.37642	Al
128.272	-40.9916	81.4436	0.901409	-0.364167	0.633754	9.37568	Al
156.412	-52.36	101.228	0.901409	-0.364167	0.633754	9.2322	Al
157.879	-52.9528	102.259	0.901409	-0.364167	0.633754	9.22463	Al
168.206	-57.1247	109.52	0.901409	-0.364167	0.633754	9.17132	Al
170.888	-58.2082	111.405	0.835465	-0.381439	0.45304	9.15741	Al
172.267	-58.8381	112.154	0.73658	-0.496558	0.332099	9.14968	Al
185.203	-67.5584	117.986	0.73658	-0.496558	0.332099	9.06745	Al
195.739	-74.6614	122.736	0.73658	-0.496558	0.332099	9	Al
-----------------------------------------------------------------	-----------------------------------------------------------------	
	Trajectory	96

BackScattered	Transmitted	Detected	Displayed	Nb Collisions	Max Depth	Mean Free Path	Mean dE/dS	Mean Phi	Mean Theta	Mean Position
no	no	no	yes	17	71.8554	0	-0.00457974	3.4136	0.0562207	(129.115,-0.447135,43.8639)	

X	Y	Z	Rx	Ry	Rz	Energy	Region
-1.22853	4.35385	0	0.939693	0	0.34202	10	Al
24.8143	4.35385	9.47883	0.939693	0	0.34202	9.87878	Al
58.5368	4.35385	21.7528	0.939693	0	0.34202	9.72033	Al
71.4424	4.35385	26.4501	0.939693	0	0.34202	9.65893	Al
73.9222	4.35385	27.3526	0.939693	0	0.34202	9.64707	Al
85.2983	4.35385	31.4932	0.939693	0	0.34202	9.59264	Al
92.3008	4.35385	34.0419	0.925704	-0.120276	0.221519	9.55899	Al
93.3073	4.22308	34.2828	0.925704	-0.120276	0.221519	9.55406	Al
136.676	-1.41171	44.6607	0.925704	-0.120276	0.221519	9.34183	Al
142.01	-2.10486	45.9373	0.90838	-0.0398753	0.091749	9.31527	Al
147.71	-2.35504	46.5129	0.90838	-0.0398753	0.091749	9.28629	Al
155.74	-2.70754	47.324	0.90838	-0.0398753	0.091749	9.24536	Al
165.427	-3.13276	48.3024	0.786139	-0.0688933	0.564246	9.19582	Al
175.788	-4.04075	55.7389	0.786139	-0.0688933	0.564246	9.13435	Al
188.368	-5.14326	64.7686	0.786139	-0.0688933	0.564246	9.05931	Al
188.733	-5.17518	65.0301	0.786139	-0.0688933	0.564246	9.05712	Al
196.637	-5.86787	70.7034	0.786139	-0.0688933	0.564246	9.00967	Al
198.242	-6.00854	71.8554	0.786139	-0.0688933	0.564246	9	Al
-----------------------------------------------------------------	-----------------------------------------------------------------	
	Trajectory	97

BackScattered	Transmitted	Detected	Displayed	Nb Collisions	Max Depth	Mean Free Path	Mean dE/dS	Mean Phi	Mean Theta	Mean Position
no	no	no	yes	21	80.1336	0	-0.00450699	2.97043	0.0531198	(85.4242,1.51842,24.1614)	

X	Y	Z	Rx	Ry	Rz	Energy	Region
0.287638	2.44548	0	0.939693	0	0.34202	10	Al
0.477177	2.44548	0.0689868	0.939693	0	0.34202	9.99912	Al
12.6247	2.44548	4.49031	0.905183	0.105202	0.0973098	9.94257	Al
15.922	2.8287	4.84479	0.905183	0.105202	0.0973098	9.92657	Al
22.7167	3.61839	5.57524	0.905183	0.105202	0.0973098	9.89355	Al
28.4381	4.28334	6.19031	0.905183	0.105202	0.0973098	9.86567	Al
29.2527	4.37801	6.27788	0.905183	0.105202	0.0973098	9.86169	Al
34.9358	5.03851	6.88883	0.905183	0.105202	0.0973098	9.83393	Al
56.4753	7.54186	9.20438	0.905183	0.105202	0.0973098	9.7285	Al
60.9056	8.05676	9.68066	0.914529	-0.0483108	0.0730291	9.70664	Al
63.4845	7.92052	9.88659	0.886631	-0.107086	0.325271	9.69402	Al
67.6716	7.41481	11.4227	0.886631	-0.107086	0.325271	9.67286	Al
99.8327	3.53046	23.2213	0.886631	-0.107086	0.325271	9.51009	Al
101.863	3.28526	23.9661	0.886631	-0.107086	0.325271	9.49968	Al
129.299	-0.0283957	34.0313	0.886631	-0.107086	0.325271	9.35889	Al
130.014	-0.114841	34.2939	0.860593	-0.161821	0.600515	9.35517	Al
138.323	-1.67717	40.0916	0.860593	-0.161821	0.600515	9.31072	Al
138.813	-1.76925	40.4334	0.860593	-0.161821	0.600515	9.30809	Al
147.001	-3.30895	46.1471	0.860593	-0.161821	0.600515	9.26412	Al
151.365	-4.12948	49.1921	0.860593	-0.161821	0.600515	9.2406	Al
168.787	-7.40532	61.3487	0.860593	-0.161821	0.600515	9.14652	Al
195.707	-12.4673	80.1336	0.860593	-0.161821	0.600515	9	Al
-----------------------------------------------------------------	-----------------------------------------------------------------	
	Trajectory	98

BackScattered	Transmitted	Detected	Displayed	Nb Collisions	Max Depth	Mean Free Path	Mean dE/dS	Mean Phi	Mean Theta	Mean Position
no	no	no	yes	21	92.9486	0	-0.00449743	3.12972	0.0879956	(79.9412,5.93433,36.9074)	

X	Y	Z	Rx	Ry	Rz	Energy	Region
-0.0552126	0.374578	0	0.939693	0	0.34202	10	Al
26.5934	0.374578	9.69929	0.939693	0	0.34202	9.87596	Al
27.1043	0.374578	9.88525	0.939693	0	0.34202	9.87356	Al
32.6196	0.374578	11.8927	0.939693	0	0.34202	9.84763	Al
37.1992	0.374578	13.5595	0.90948	0.25146	0.325274	9.82606	Al
38.9667	0.863276	14.1916	0.90948	0.25146	0.325274	9.81744	Al
39.084	0.895714	14.2336	0.90948	0.25146	0.325274	9.81687	Al
39.3276	0.963063	14.3207	0.90948	0.25146	0.325274	9.81568	Al
39.5917	1.03608	14.4152	0.90948	0.25146	0.325274	9.8144	Al
41.6813	1.61383	15.1625	0.90948	0.25146	0.325274	9.8042	Al
53.3686	4.84523	19.3424	0.90948	0.25146	0.325274	9.74713	Al
59.0413	6.41367	21.3713	0.846233	0.0141206	0.558463	9.71931	Al
63.3644	6.48581	24.2243	0.846233	0.0141206	0.558463	9.69647	Al
79.8556	6.76099	35.1075	0.846233	0.0141206	0.558463	9.60918	Al
103.786	7.1603	50.9001	0.832769	0.165709	0.582317	9.48164	Al
107.006	7.80096	53.1514	0.832769	0.165709	0.582317	9.46402	Al
114.796	9.35113	58.5988	0.832769	0.165709	0.582317	9.42134	Al
132.755	12.9247	71.1566	0.835778	0.240407	0.361531	9.32259	Al
133.404	13.1115	71.4375	0.835778	0.240407	0.361531	9.319	Al
138.873	14.6846	73.8032	0.890249	0.0735818	0.268768	9.28879	Al
178.122	17.9286	85.6524	0.7839	-0.424927	0.405521	9.08471	Al
192.226	10.2832	92.9486	0.7839	-0.424927	0.405521	9	Al
-----------------------------------------------------------------	-----------------------------------------------------------------	
	Trajectory	99

BackScattered	Transmitted	Detected	Displayed	Nb Collisions	Max Depth	Mean Free Path	Mean dE/dS	Mean Phi	Mean Theta	Mean Position
no	no	no	yes	19	176.691	0	-0.00452305	3.11627	0.096196	(92.6147,-0.367706,81.2466)	

X	Y	Z	Rx	Ry	Rz	Energy	Region
0.721227	1.39701	0	0.939693	0	0.34202	10	Al
2.04434	1.39701	0.481573	0.939693	0	0.34202	9.99384	Al
6.31775	1.39701	2.03697	0.939693	0	0.34202	9.97394	Al
9.01284	1.39701	3.0179	0.84766	-0.208489	0.663646	9.96137	Al
24.5689	-2.42913	15.197	0.84766	-0.208489	0.663646	9.88086	Al
35.9775	-5.23517	24.129	0.84766	-0.208489	0.663646	9.82144	Al
36.2128	-5.29305	24.3132	0.876094	0.00892382	0.966753	9.82021	Al
52.0649	-5.13159	41.8056	0.867376	0.098064	0.860121	9.73996	Al
85.1637	-1.38949	74.6276	0.867376	0.098064	0.860121	9.56963	Al
89.2896	-0.923021	78.719	0.867376	0.098064	0.860121	9.54811	Al
89.8836	-0.855863	79.308	0.876103	-0.0513772	0.833306	9.545	Al
94.095	-1.10283	83.3137	0.860801	0.157326	0.985217	9.52321	Al
99.4274	-0.128258	89.4168	0.892064	0.0247731	0.814492	9.49508	Al
101.244	-0.0778008	91.0757	0.892064	0.0247731	0.814492	9.48581	Al
125.295	0.590085	113.035	0.892064	0.0247731	0.814492	9.363	Al
158.933	1.52423	143.748	0.892064	0.0247731	0.814492	9.18951	Al
183.277	2.20028	165.975	0.892064	0.0247731	0.814492	9.06215	Al
183.806	2.21498	166.458	0.892064	0.0247731	0.814492	9.05935	Al
188.054	2.33294	170.336	0.892064	0.0247731	0.814492	9.03688	Al
195.014	2.52622	176.691	0.892064	0.0247731	0.814492	9	Al
-----------------------------------------------------------------	-----------------------------------------------------------------	
	Trajectory	100

BackScattered	Transmitted	Detected	Displayed	Nb Collisions	Max Depth	Mean Free Path	Mean dE/dS	Mean Phi	Mean Theta	Mean Position
no	no	no	yes	24	108.243	0	-0.00454244	4.07119	0.0913407	(97.3896,17.5993,45.6138)	

X	Y	Z	Rx	Ry	Rz	Energy	Region
1.60174	2.08486	0	0.939693	0	0.34202	10	Al
11.313	2.08486	3.53461	0.939693	0	0.34202	9.9548	Al
20.099	2.08486	6.73246	0.939693	0	0.34202	9.91376	Al
28.7608	2.08486	9.88509	0.939693	0	0.34202	9.87317	Al
49.1652	2.08486	17.3117	0.939693	0	0.34202	9.77725	Al
53.8783	2.08486	19.0271	0.939693	0	0.34202	9.75493	Al
57.2197	2.08486	20.2433	0.919196	0.162309	0.212749	9.73908	Al
75.2361	5.26616	24.4132	0.919196	0.162309	0.212749	9.65159	Al
84.3564	6.87659	26.5241	0.815018	0.121026	0.514418	9.60699	Al
88.1643	7.44205	28.9276	0.815018	0.121026	0.514418	9.58591	Al
89.1833	7.59337	29.5707	0.815018	0.121026	0.514418	9.58026	Al
96.306	8.65105	34.0664	0.815018	0.121026	0.514418	9.54076	Al
109.25	10.5731	42.2362	0.815018	0.121026	0.514418	9.46873	Al
115.896	11.56	46.4308	0.743228	0.243485	0.667594	9.43154	Al
115.967	11.5832	46.4945	0.743228	0.243485	0.667594	9.4311	Al
119.477	12.7332	49.6475	0.743228	0.243485	0.667594	9.40949	Al
122.72	13.7957	52.5607	0.743228	0.243485	0.667594	9.38949	Al
122.798	13.8212	52.6307	0.764829	0.283529	0.546758	9.38901	Al
129.056	16.1412	57.1045	0.764829	0.283529	0.546758	9.35145	Al
133.954	17.957	60.6061	0.270354	0.738312	0.626252	9.32195	Al
140.936	37.0247	76.7797	0.270354	0.738312	0.626252	9.20273	Al
142.705	41.8545	80.8765	0.0809572	0.724552	0.691326	9.17223	Al
144.176	55.0182	93.4365	-0.0448346	0.608086	0.798511	9.08732	Al
143.389	65.6877	107.447	-0.0448346	0.608086	0.798511	9.00472	Al
143.344	66.2938	108.243	-0.0448346	0.608086	0.798511	9	Al
-----------------------------------------------------------------	-----------------------------------------------------------------	
	Trajectory	101

BackScattered	Transmitted	Detected	Displayed	Nb Collisions	Max Depth	Mean Free Path	Mean dE/dS	Mean Phi	Mean Theta	Mean Position
yes	no	no	yes	8	15.0489	0	-0.00442394	3.16734	0.17483	(40.9192,10.5456,8.90058)	

X	Y	Z	Rx	Ry	Rz	Energy	Region
0.871356	5.97823	0	0.939693	0	0.34202	10	Al
8.6262	5.97823	2.82253	0.939693	0	0.34202	9.9639	Al
17.9709	5.97823	6.22371	0.939693	0	0.34202	9.92028	Al
21.9319	5.97823	7.66542	0.939693	0	0.34202	9.90173	Al
41.0008	5.97823	14.6059	0.885924	0.107612	0.0259099	9.8123	Al
44.0233	6.34537	14.6943	0.885924	0.107612	0.0259099	9.79715	Al
56.1479	7.81812	15.0489	0.543637	0.657154	-0.427798	9.73634	Al
60.0404	12.5234	11.9858	0.543637	0.657154	-0.427798	9.70437	Al
77.6126	33.7648	-1.84203	0.543637	0.657154	-0.427798	9.55969	Al
-----------------------------------------------------------------	-----------------------------------------------------------------	
	Trajectory	102

BackScattered	Transmitted	Detected	Displayed	Nb Collisions	Max Depth	Mean Free Path	Mean dE/dS	Mean Phi	Mean Theta	Mean Position
no	no	no	yes	26	43.1547	0	-0.00453451	3.57807	0.0839612	(74.9271,25.262,21.4331)	

X	Y	Z	Rx	Ry	Rz	Energy	Region
0.313926	-1.11483	0	0.939693	0	0.34202	10	Al
4.92504	-1.11483	1.67831	0.939693	0	0.34202	9.97854	Al
8.04455	-1.11483	2.81372	0.939693	0	0.34202	9.96399	Al
23.4635	-1.11483	8.42576	0.939693	0	0.34202	9.89202	Al
32.6891	-1.11483	11.7836	0.939693	0	0.34202	9.84872	Al
46.2239	-1.11483	16.7099	0.850915	-0.108491	0.695159	9.78497	Al
52.6864	-1.9388	21.9895	0.850915	-0.108491	0.695159	9.75119	Al
54.3713	-2.15362	23.3659	0.850915	-0.108491	0.695159	9.74236	Al
58.1117	-2.63052	26.4216	0.850915	-0.108491	0.695159	9.72275	Al
65.3292	-3.55075	32.318	0.850915	-0.108491	0.695159	9.68483	Al
67.9705	-3.88752	34.4759	0.850061	0.115108	0.628205	9.67092	Al
74.9804	-2.9383	39.6563	0.866468	0.0261291	0.527388	9.63391	Al
77.1964	-2.87148	41.0051	0.866468	0.0261291	0.527388	9.6224	Al
80.7282	-2.76497	43.1547	0.36411	0.692257	-0.301402	9.60403	Al
84.4406	4.29331	40.0816	0.24117	0.745229	-0.316891	9.55803	Al
86.7663	11.4799	37.0257	0.24117	0.745229	-0.316891	9.51436	Al
91.1875	25.1416	31.2164	0.24117	0.745229	-0.316891	9.43104	Al
93.9635	33.7194	27.5689	0.24117	0.745229	-0.316891	9.37838	Al
99.8139	51.7977	19.8815	0.24117	0.745229	-0.316891	9.26691	Al
99.8691	51.968	19.8091	0.24117	0.745229	-0.316891	9.26585	Al
100.29	53.2674	19.2565	0.24117	0.745229	-0.316891	9.25776	Al
100.518	53.973	18.9565	0.24117	0.745229	-0.316891	9.25337	Al
103.97	64.6386	14.4212	0.24117	0.745229	-0.316891	9.18693	Al
104.311	65.6937	13.9726	0.24117	0.745229	-0.316891	9.18032	Al
110.199	83.8872	6.2362	0.24117	0.745229	-0.316891	9.06629	Al
112.472	90.9111	3.24946	0.24117	0.745229	-0.316891	9.02185	Al
113.585	94.3504	1.78696	0.24117	0.745229	-0.316891	9	Al
-----------------------------------------------------------------	-----------------------------------------------------------------	
	Trajectory	103

BackScattered	Transmitted	Detected	Displayed	Nb Collisions	Max Depth	Mean Free Path	Mean dE/dS	Mean Phi	Mean Theta	Mean Position
no	no	no	yes	24	69.777	0	-0.0045215	3.89484	0.0470923	(92.3864,-22.5278,23.523)	

X	Y	Z	Rx	Ry	Rz	Energy	Region
0.0484279	-0.917172	0	0.939693	0	0.34202	10	Al
5.83648	-0.917172	2.10668	0.939693	0	0.34202	9.97306	Al
12.8209	-0.917172	4.6488	0.900282	-0.251033	0.197799	9.94048	Al
20.4837	-3.05386	6.33237	0.900282	-0.251033	0.197799	9.90308	Al
28.3413	-5.24484	8.05874	0.900282	-0.251033	0.197799	9.86462	Al
31.7735	-6.2019	8.81284	0.900282	-0.251033	0.197799	9.84776	Al
48.9902	-11.0026	12.5955	0.900282	-0.251033	0.197799	9.76312	Al
57.8108	-13.4621	14.5334	0.820043	-0.345522	0.042969	9.71947	Al
67.5112	-17.5493	15.0417	0.820043	-0.345522	0.042969	9.66658	Al
74.5264	-20.5052	15.4093	0.820043	-0.345522	0.042969	9.62818	Al
76.5165	-21.3436	15.5136	0.872364	-0.30559	0.177798	9.61725	Al
93.2942	-27.2209	18.9331	0.872364	-0.30559	0.177798	9.53056	Al
94.0866	-27.4985	19.0946	0.872364	-0.30559	0.177798	9.52644	Al
94.2016	-27.5387	19.118	0.872364	-0.30559	0.177798	9.52584	Al
95.2228	-27.8965	19.3261	0.872364	-0.30559	0.177798	9.52053	Al
96.7662	-28.4371	19.6407	0.951819	-0.123739	0.324908	9.51249	Al
106.208	-29.6646	22.8637	0.951819	-0.123739	0.324908	9.4674	Al
118.43	-31.2535	27.0358	0.951819	-0.123739	0.324908	9.40883	Al
129.111	-32.642	30.6817	0.962503	-0.0629286	0.508397	9.35739	Al
135.753	-33.0763	34.1902	0.962503	-0.0629286	0.508397	9.32563	Al
137.215	-33.1719	34.9621	0.962503	-0.0629286	0.508397	9.31862	Al
142.082	-33.4901	37.5331	0.962503	-0.0629286	0.508397	9.29527	Al
153.614	-34.244	43.6243	0.962503	-0.0629286	0.508397	9.23984	Al
193.551	-36.8551	64.7192	0.962503	-0.0629286	0.508397	9.04699	Al
203.127	-37.4812	69.777	0.962503	-0.0629286	0.508397	9	Al
-----------------------------------------------------------------	-----------------------------------------------------------------	
	Trajectory	104

