
82.4592	-54.3827	-28.4142	0.463878	-0.173604	-0.600565	9.35905	Al

73.6554	9.6987	-0.104486	0.921307	-0.0141683	-0.409692	9.65848	Al

152.023	10.7027	-0.00973031	0.877655	0.106818	-0.154472	9.22981	Al

115.901	-47.7235	-5.79976	0.479108	-0.617648	-0.353542	9.33644	Al

189.608	22.4836	-5.46146	0.89482	0.143899	-0.207042	9.05826	Al

43.6895	-0.451588	-1.15128	0.448109	0.106996	-0.447518	9.70127	Al

149.132	-30.7696	-0.873093	0.778984	-0.0372978	-0.245844	9.15421	Al

27.9268	2.77623	-0.149367	0.843054	0.0393469	-0.106573	9.86411	Al

68.2321	-3.04824	-1.05383	0.916588	-0.21256	-0.178164	9.67603	Al

128.043	-57.3859	-0.242758	0.471662	-0.640797	-0.167646	9.19594	Al

12.5937	39.5169	-1.32603	-0.41014	0.872906	-0.272163	9.61309	Al

100.689	21.4155	-1.06609	0.533672	0.358413	-0.524536	9.42469	Al

12.2577	10.6728	-6.851	0.57938	0.343492	-0.454822	9.92521	Al

77.6126	33.7648	-1.84203	0.543637	0.657154	-0.427798	9.55969	Al

103.214	-62.4524	-7.49746	-0.737769	-0.163265	-0.758863	9.12236	Al

169.844	-30.5625	-5.07025	0.776554	-0.333606	-0.294067	9.11369	Al

122.564	37.1356	-5.14469	0.851012	0.311512	-0.598243	9.38906	Al

8.80956	-1.25951	-1.63022	0.269709	0.0330943	-0.801452	9.94149	Al

3.27457	-7.31177	-0.0465711	0.7918	-0.429251	-0.0173768	9.98612	Al

47.4431	8.64037	-2.48135	0.767068	0.182854	-0.295637	9.75359	Al

130.449	98.6144	-11.492	0.724512	0.738117	-0.264705	9.24785	Al

164.682	-61.956	-4.86779	0.543845	-0.638515	-0.422705	9	Al

137.073	-71.4388	-3.73486	0.365266	-0.421844	-0.504375	9.0675	Al

43.0491	8.28003	-1.19083	0.838165	0.145893	-0.0970611	9.76701	Al

24.352	-8.79917	-5.07132	0.275882	-0.483723	-0.674374	9.82902	Al

163.437	-27.1315	-6.62188	0.755639	-0.305698	-0.332601	9.1423	Al

105.993	-23.5501	-9.67436	-0.188017	-0.326719	-0.965799	9.11038	Al

59.4402	14.3682	-0.284893	0.990736	0.0427893	-0.429134	9.71659	Al

111.19	45.1322	-15.09	0.509854	0.0998976	-1.01187	9.28235	Al

52.0578	-6.13374	-2.24779	0.44271	0.398643	-0.644023	9.71501	Al

146.186	65.9376	-0.951444	0.748873	0.62046	-0.237397	9.19333	Al

141.438	35.3024	-1.88538	0.661771	0.595056	-0.484739	9.24261	Al

48.6794	-68.0787	-17.959	-0.579288	-0.568357	-0.475773	9	Al

61.6037	21.4393	-2.76085	0.798789	0.495054	-0.186792	9.68436	Al

44.7889	0.882847	-2.02318	-0.178887	0.135136	-0.877962	9.71786	Al

139.285	59.8425	-9.31711	1.14154	-0.0235477	-0.596663	9.29189	Al

63.804	4.98576	-1.75205	0.861218	0.00385586	-0.0624586	9.67744	Al

146.72	-7.77801	-21.0522	0.579266	-0.325314	-0.795349	9.16637	Al

173.977	-5.04727	-8.85311	0.802277	-0.18459	-0.251592	9.08517	Al

10.1167	-5.01754	-0.445319	0.804778	-0.335513	-0.0758039	9.94804	Al

43.4106	-53.8748	-1.22793	0.379661	-0.869817	-0.1279	9.63211	Al

153.658	43.1982	-5.92059	1.07061	0.177166	-0.461812	9.27642	Al

149.343	-15.4091	-0.50367	0.840643	0.0775193	-0.247435	9.21175	Al

114.577	71.7669	-0.196612	0.0960494	0.71207	-0.319186	9.0516	Al

168.742	-6.85788	-0.487979	0.75392	-0.297293	-0.469461	9.11635	Al

40.0408	-35.5079	-2.57463	-0.144435	-0.849678	-0.521481	9.62933	Al

21.6802	5.8345	-6.96505	0.25205	0.405176	-0.729559	9.83151	Al

145.925	-39.1337	-2.31616	0.658438	-0.279112	-0.494794	9.19311	Al

